task_id,workflow_type,department,step_name,step_number,total_steps,employee_id,priority,start_time,end_time,step_duration_hours,expected_duration_hours,delay_flag,inefficiency_score
TASK0424,IT Support Ticket,Management,Resolution,4,5,EMP036,High,2024-01-19 17:01:27,2024-01-20 00:09:04,7.1269,4.0,1,0.7817
TASK0424,IT Support Ticket,Management,Closure,5,5,EMP031,High,2024-01-20 00:44:54,2024-01-20 01:27:08,0.7039,0.5,1,0.4078
TASK0425,System Access Request,Operations,Request Submission,1,5,EMP034,High,2024-09-26 09:00:00,2024-09-26 09:33:14,0.5541,0.5,0,0.1081
TASK0425,System Access Request,Operations,IT Review,2,5,EMP014,High,2024-09-26 10:22:07,2024-09-26 13:55:07,3.5499,3.0,0,0.1833
TASK0425,System Access Request,Operations,Security Check,3,5,EMP007,High,2024-09-26 15:20:12,2024-09-26 20:01:56,4.6955,4.0,0,0.1739
TASK0425,System Access Request,Operations,Manager Approval,4,5,EMP041,High,2024-09-26 21:23:21,2024-09-26 23:54:51,2.5251,2.0,1,0.2625
TASK0425,System Access Request,Operations,Access Grant,5,5,EMP006,High,2024-09-27 01:12:28,2024-09-27 02:22:20,1.1645,1.0,0,0.1645
TASK0426,System Access Request,Operations,Request Submission,1,5,EMP017,Critical,2024-11-07 09:00:00,2024-11-07 09:26:58,0.4495,0.5,0,-0.101
TASK0426,System Access Request,Operations,IT Review,2,5,EMP040,Critical,2024-11-07 10:44:15,2024-11-07 13:47:49,3.0594,3.0,0,0.0198
TASK0426,System Access Request,Operations,Security Check,3,5,EMP009,Critical,2024-11-07 14:49:39,2024-11-07 18:10:11,3.3422,4.0,0,-0.1645
TASK0426,System Access Request,Operations,Manager Approval,4,5,EMP032,Critical,2024-11-07 19:35:28,2024-11-07 20:58:30,1.3837,2.0,0,-0.3082
TASK0426,System Access Request,Operations,Access Grant,5,5,EMP041,Critical,2024-11-07 22:15:16,2024-11-07 23:04:01,0.8126,1.0,0,-0.1874
TASK0427,IT Support Ticket,Legal,Ticket Raised,1,5,EMP008,High,2024-04-09 08:00:00,2024-04-09 08:45:34,0.7595,0.5,1,0.5191
TASK0427,IT Support Ticket,Legal,Triage,2,5,EMP041,High,2024-04-09 09:17:43,2024-04-09 10:50:22,1.544,1.0,1,0.544
TASK0427,IT Support Ticket,Legal,Assignment,3,5,EMP048,High,2024-04-09 12:32:04,2024-04-09 14:16:04,1.7334,1.0,1,0.7334
TASK0427,IT Support Ticket,Legal,Resolution,4,5,EMP040,High,2024-04-09 16:02:24,2024-04-09 22:02:54,6.0084,4.0,1,0.5021
TASK0427,IT Support Ticket,Legal,Closure,5,5,EMP027,High,2024-04-10 00:02:49,2024-04-10 00:53:04,0.8375,0.5,1,0.6751
TASK0428,Compliance Audit,Legal,Audit Initiation,1,5,EMP045,Low,2024-11-23 08:00:00,2024-11-23 11:23:31,3.3922,2.0,1,0.6961
TASK0428,Compliance Audit,Legal,Document Gathering,2,5,EMP005,Low,2024-11-23 12:18:52,2024-11-24 11:05:10,22.7717,8.0,1,1.8465
TASK0428,Compliance Audit,Legal,Review,3,5,EMP033,Low,2024-11-24 12:02:52,2024-11-25 20:48:57,32.7679,12.0,1,1.7307
TASK0428,Compliance Audit,Legal,Finding Report,4,5,EMP050,Low,2024-11-25 22:08:26,2024-11-26 11:50:38,13.7032,6.0,1,1.2839
TASK0428,Compliance Audit,Legal,Sign-off,5,5,EMP044,Low,2024-11-26 12:21:11,2024-11-26 21:37:23,9.2698,3.0,1,2.0899
TASK0429,Leave Request,HR,Request Submission,1,3,EMP022,Medium,2024-04-09 09:00:00,2024-04-09 09:39:11,0.6531,0.5,1,0.3063
TASK0429,Leave Request,HR,Manager Approval,2,3,EMP031,Medium,2024-04-09 11:32:11,2024-04-09 13:01:45,1.4927,2.0,0,-0.2537
TASK0429,Leave Request,HR,HR Confirmation,3,3,EMP003,Medium,2024-04-09 14:54:12,2024-04-09 15:50:08,0.9322,1.0,0,-0.0678
TASK0430,Budget Approval,IT,Budget Draft,1,4,EMP030,Critical,2024-10-01 09:00:00,2024-10-01 12:33:14,3.5539,6.0,0,-0.4077
TASK0430,Budget Approval,IT,Finance Review,2,4,EMP027,Critical,2024-10-01 14:13:47,2024-10-01 18:46:37,4.5473,8.0,0,-0.4316
TASK0430,Budget Approval,IT,CFO Approval,3,4,EMP004,Critical,2024-10-01 20:40:08,2024-10-02 03:11:52,6.529,8.0,0,-0.1839
TASK0430,Budget Approval,IT,Notification,4,4,EMP020,Critical,2024-10-02 04:57:02,2024-10-02 05:37:24,0.6729,1.0,0,-0.3271
TASK0431,Performance Review,Procurement,Self Assessment,1,5,EMP044,Low,2024-04-16 10:00:00,2024-04-16 15:54:35,5.9099,3.0,1,0.97
TASK0431,Performance Review,Procurement,Peer Review,2,5,EMP023,Low,2024-04-16 16:54:26,2024-04-16 21:53:34,4.9856,4.0,0,0.2464
TASK0431,Performance Review,Procurement,Manager Evaluation,3,5,EMP010,Low,2024-04-16 22:29:32,2024-04-17 07:52:10,9.3773,4.0,1,1.3443
TASK0431,Performance Review,Procurement,HR Processing,4,5,EMP002,Low,2024-04-17 08:47:25,2024-04-17 13:29:01,4.6934,3.0,1,0.5645
TASK0431,Performance Review,Procurement,Finalization,5,5,EMP025,Low,2024-04-17 14:29:33,2024-04-17 18:42:08,4.2099,2.0,1,1.1049
TASK0432,IT Support Ticket,Compliance,Ticket Raised,1,5,EMP049,Medium,2024-10-31 08:00:00,2024-10-31 08:56:59,0.9499,0.5,1,0.8999
TASK0432,IT Support Ticket,Compliance,Triage,2,5,EMP021,Medium,2024-10-31 09:54:44,2024-10-31 12:12:07,2.2898,1.0,1,1.2898
TASK0432,IT Support Ticket,Compliance,Assignment,3,5,EMP018,Medium,2024-10-31 13:46:01,2024-10-31 15:05:44,1.3288,1.0,1,0.3288
TASK0432,IT Support Ticket,Compliance,Resolution,4,5,EMP032,Medium,2024-10-31 16:12:59,2024-10-31 19:04:06,2.8519,4.0,0,-0.287
TASK0432,IT Support Ticket,Compliance,Closure,5,5,EMP024,Medium,2024-10-31 20:53:02,2024-10-31 21:49:01,0.9331,0.5,1,0.8662
TASK0433,Purchase Order,Legal,PO Creation,1,5,EMP024,High,2024-03-30 08:00:00,2024-03-30 12:51:20,4.8556,2.0,1,1.4278
TASK0433,Purchase Order,Legal,Budget Check,2,5,EMP050,High,2024-03-30 14:31:58,2024-03-30 21:12:53,6.6819,3.0,1,1.2273
TASK0433,Purchase Order,Legal,Procurement Review,3,5,EMP006,High,2024-03-30 22:01:04,2024-03-31 09:10:37,11.1591,6.0,1,0.8598
TASK0433,Purchase Order,Legal,Vendor Confirmation,4,5,EMP002,High,2024-03-31 10:20:34,2024-03-31 16:46:50,6.4379,4.0,1,0.6095
TASK0433,Purchase Order,Legal,Delivery,5,5,EMP033,High,2024-03-31 18:28:45,2024-04-02 20:14:04,49.7554,24.0,1,1.0731
TASK0434,Compliance Audit,Management,Audit Initiation,1,5,EMP050,High,2024-06-16 08:00:00,2024-06-16 10:36:03,2.6011,2.0,1,0.3005
TASK0434,Compliance Audit,Management,Document Gathering,2,5,EMP034,High,2024-06-16 12:24:31,2024-06-17 02:33:34,14.1509,8.0,1,0.7689
TASK0434,Compliance Audit,Management,Review,3,5,EMP009,High,2024-06-17 04:04:29,2024-06-18 01:24:50,21.3392,12.0,1,0.7783
TASK0434,Compliance Audit,Management,Finding Report,4,5,EMP003,High,2024-06-18 02:13:18,2024-06-18 13:57:59,11.7447,6.0,1,0.9574
TASK0434,Compliance Audit,Management,Sign-off,5,5,EMP046,High,2024-06-18 15:09:19,2024-06-18 22:40:28,7.5191,3.0,1,1.5064
TASK0435,Invoice Approval,HR,Invoice Submission,1,4,EMP039,High,2024-01-23 10:00:00,2024-01-23 11:00:30,1.0084,1.0,0,0.0084
TASK0435,Invoice Approval,HR,Finance Review,2,4,EMP022,High,2024-01-23 12:48:58,2024-01-23 19:32:05,6.7186,8.0,0,-0.1602
TASK0435,Invoice Approval,HR,Manager Sign-off,3,4,EMP003,High,2024-01-23 20:44:06,2024-01-23 23:31:32,2.7907,3.0,0,-0.0698
TASK0435,Invoice Approval,HR,Payment Processing,4,4,EMP050,High,2024-01-24 00:10:49,2024-01-24 03:48:19,3.6251,6.0,0,-0.3958
TASK0436,Purchase Order,HR,PO Creation,1,5,EMP021,High,2024-11-23 08:00:00,2024-11-23 09:36:36,1.6102,2.0,0,-0.1949
TASK0436,Purchase Order,HR,Budget Check,2,5,EMP019,High,2024-11-23 10:24:39,2024-11-23 12:59:11,2.5754,3.0,0,-0.1415
TASK0436,Purchase Order,HR,Procurement Review,3,5,EMP021,High,2024-11-23 13:54:04,2024-11-23 18:55:24,5.022,6.0,0,-0.163
TASK0436,Purchase Order,HR,Vendor Confirmation,4,5,EMP043,High,2024-11-23 20:34:57,2024-11-24 00:26:11,3.854,4.0,0,-0.0365
TASK0436,Purchase Order,HR,Delivery,5,5,EMP010,High,2024-11-24 01:06:46,2024-11-24 19:51:43,18.749,24.0,0,-0.2188
TASK0437,Invoice Approval,HR,Invoice Submission,1,4,EMP023,Low,2024-04-15 10:00:00,2024-04-15 11:45:02,1.7506,1.0,1,0.7506
TASK0437,Invoice Approval,HR,Finance Review,2,4,EMP018,Low,2024-04-15 13:04:28,2024-04-16 00:30:54,11.4405,8.0,1,0.4301
TASK0437,Invoice Approval,HR,Manager Sign-off,3,4,EMP046,Low,2024-04-16 01:13:38,2024-04-16 05:30:34,4.282,3.0,1,0.4273
TASK0437,Invoice Approval,HR,Payment Processing,4,4,EMP037,Low,2024-04-16 07:12:55,2024-04-16 15:13:58,8.0173,6.0,1,0.3362
TASK0438,Invoice Approval,Operations,Invoice Submission,1,4,EMP004,High,2024-10-03 09:00:00,2024-10-03 10:03:05,1.0517,1.0,0,0.0517
TASK0438,Invoice Approval,Operations,Finance Review,2,4,EMP031,High,2024-10-03 10:44:48,2024-10-03 20:15:11,9.5066,8.0,0,0.1883
TASK0438,Invoice Approval,Operations,Manager Sign-off,3,4,EMP004,High,2024-10-03 22:06:29,2024-10-04 00:38:15,2.5293,3.0,0,-0.1569
TASK0438,Invoice Approval,Operations,Payment Processing,4,4,EMP004,High,2024-10-04 01:17:47,2024-10-04 06:36:39,5.3145,6.0,0,-0.1143
TASK0439,Leave Request,IT,Request Submission,1,3,EMP020,Critical,2024-11-11 09:00:00,2024-11-11 09:19:43,0.3287,0.5,0,-0.3425
TASK0439,Leave Request,IT,Manager Approval,2,3,EMP013,Critical,2024-11-11 10:19:38,2024-11-11 11:21:01,1.0232,2.0,0,-0.4884
TASK0439,Leave Request,IT,HR Confirmation,3,3,EMP043,Critical,2024-11-11 12:55:11,2024-11-11 13:30:18,0.5853,1.0,0,-0.4147
TASK0440,Invoice Approval,Management,Invoice Submission,1,4,EMP030,Medium,2024-02-17 10:00:00,2024-02-17 11:43:08,1.719,1.0,1,0.719
TASK0440,Invoice Approval,Management,Finance Review,2,4,EMP020,Medium,2024-02-17 12:21:53,2024-02-18 06:13:23,17.8581,8.0,1,1.2323
TASK0440,Invoice Approval,Management,Manager Sign-off,3,4,EMP046,Medium,2024-02-18 07:44:59,2024-02-18 13:44:56,5.9993,3.0,1,0.9998
TASK0440,Invoice Approval,Management,Payment Processing,4,4,EMP031,Medium,2024-02-18 15:23:55,2024-02-19 03:14:24,11.8414,6.0,1,0.9736
TASK0441,Contract Review,IT,Draft Submission,1,5,EMP012,High,2024-07-05 09:00:00,2024-07-05 11:59:02,2.984,3.0,0,-0.0053
TASK0441,Contract Review,IT,Legal Review,2,5,EMP043,High,2024-07-05 13:32:00,2024-07-06 02:45:35,13.2263,16.0,0,-0.1734
TASK0441,Contract Review,IT,Compliance Check,3,5,EMP021,High,2024-07-06 03:45:18,2024-07-06 11:05:10,7.331,8.0,0,-0.0836
TASK0441,Contract Review,IT,Management Approval,4,5,EMP002,High,2024-07-06 12:15:58,2024-07-06 15:35:45,3.3298,4.0,0,-0.1675
TASK0441,Contract Review,IT,Signing,5,5,EMP008,High,2024-07-06 16:11:38,2024-07-06 17:59:03,1.7902,2.0,0,-0.1049
TASK0442,Budget Approval,IT,Budget Draft,1,4,EMP037,High,2024-06-27 10:00:00,2024-06-27 14:30:20,4.5056,6.0,0,-0.2491
TASK0442,Budget Approval,IT,Finance Review,2,4,EMP007,High,2024-06-27 15:11:48,2024-06-27 18:40:47,3.4832,8.0,0,-0.5646
TASK0442,Budget Approval,IT,CFO Approval,3,4,EMP046,High,2024-06-27 19:47:18,2024-06-28 02:24:20,6.6174,8.0,0,-0.1728
TASK0442,Budget Approval,IT,Notification,4,4,EMP021,High,2024-06-28 04:06:03,2024-06-28 05:11:34,1.0919,1.0,0,0.0919
TASK0443,Invoice Approval,Operations,Invoice Submission,1,4,EMP027,Critical,2024-07-24 10:00:00,2024-07-24 10:59:44,0.9956,1.0,0,-0.0044
TASK0443,Invoice Approval,Operations,Finance Review,2,4,EMP016,Critical,2024-07-24 11:51:12,2024-07-24 19:52:15,8.0175,8.0,0,0.0022
TASK0443,Invoice Approval,Operations,Manager Sign-off,3,4,EMP031,Critical,2024-07-24 21:11:34,2024-07-25 00:20:09,3.143,3.0,0,0.0477
TASK0443,Invoice Approval,Operations,Payment Processing,4,4,EMP022,Critical,2024-07-25 01:24:41,2024-07-25 06:32:27,5.1294,6.0,0,-0.1451
TASK0444,System Access Request,Compliance,Request Submission,1,5,EMP035,Critical,2024-10-17 09:00:00,2024-10-17 09:39:17,0.6549,0.5,1,0.3097
TASK0444,System Access Request,Compliance,IT Review,2,5,EMP012,Critical,2024-10-17 11:11:45,2024-10-17 14:30:32,3.3131,3.0,0,0.1044
TASK0444,System Access Request,Compliance,Security Check,3,5,EMP005,Critical,2024-10-17 16:00:10,2024-10-17 20:43:27,4.7214,4.0,0,0.1803
TASK0444,System Access Request,Compliance,Manager Approval,4,5,EMP046,Critical,2024-10-17 22:20:00,2024-10-18 01:09:49,2.8303,2.0,1,0.4152
TASK0444,System Access Request,Compliance,Access Grant,5,5,EMP032,Critical,2024-10-18 02:31:30,2024-10-18 04:05:18,1.5634,1.0,1,0.5634
TASK0445,Policy Update,Management,Draft Policy,1,5,EMP029,High,2024-10-11 08:00:00,2024-10-11 20:33:34,12.5597,8.0,1,0.57
TASK0445,Policy Update,Management,Stakeholder Review,2,5,EMP026,High,2024-10-11 21:19:26,2024-10-12 14:57:32,17.6351,12.0,1,0.4696
TASK0445,Policy Update,Management,Legal Check,3,5,EMP007,High,2024-10-12 15:33:48,2024-10-13 04:29:05,12.9214,8.0,1,0.6152
TASK0445,Policy Update,Management,Management Approval,4,5,EMP039,High,2024-10-13 06:00:46,2024-10-13 13:14:59,7.2368,4.0,1,0.8092
TASK0445,Policy Update,Management,Publication,5,5,EMP025,High,2024-10-13 14:54:24,2024-10-13 17:12:14,2.2973,2.0,0,0.1486
TASK0446,Performance Review,HR,Self Assessment,1,5,EMP038,Low,2024-04-21 08:00:00,2024-04-21 10:19:11,2.3199,3.0,0,-0.2267
TASK0446,Performance Review,HR,Peer Review,2,5,EMP041,Low,2024-04-21 12:10:29,2024-04-21 17:15:53,5.0902,4.0,1,0.2725
TASK0446,Performance Review,HR,Manager Evaluation,3,5,EMP049,Low,2024-04-21 18:58:46,2024-04-21 23:18:11,4.3235,4.0,0,0.0809
TASK0446,Performance Review,HR,HR Processing,4,5,EMP010,Low,2024-04-22 00:01:23,2024-04-22 03:52:38,3.854,3.0,1,0.2847
TASK0446,Performance Review,HR,Finalization,5,5,EMP019,Low,2024-04-22 05:03:24,2024-04-22 07:49:56,2.7755,2.0,1,0.3877
TASK0447,Policy Update,Management,Draft Policy,1,5,EMP021,Medium,2024-04-15 10:00:00,2024-04-15 23:49:19,13.8221,8.0,1,0.7278
TASK0447,Policy Update,Management,Stakeholder Review,2,5,EMP044,Medium,2024-04-16 00:46:18,2024-04-17 06:11:41,29.4233,12.0,1,1.4519
TASK0447,Policy Update,Management,Legal Check,3,5,EMP028,Medium,2024-04-17 07:09:06,2024-04-17 23:20:42,16.1933,8.0,1,1.0242
TASK0447,Policy Update,Management,Management Approval,4,5,EMP023,Medium,2024-04-18 00:55:18,2024-04-18 08:58:42,8.0567,4.0,1,1.0142
TASK0447,Policy Update,Management,Publication,5,5,EMP038,Medium,2024-04-18 10:57:50,2024-04-18 15:14:12,4.2729,2.0,1,1.1364
TASK0448,Vendor Registration,Compliance,Application,1,5,EMP024,Medium,2024-05-30 08:00:00,2024-05-30 10:46:48,2.78,2.0,1,0.39
TASK0448,Vendor Registration,Compliance,Document Verification,2,5,EMP004,Medium,2024-05-30 12:37:53,2024-05-30 21:19:40,8.6963,4.0,1,1.1741
TASK0448,Vendor Registration,Compliance,Finance Check,3,5,EMP036,Medium,2024-05-30 21:49:45,2024-05-31 08:27:56,10.6363,6.0,1,0.7727
TASK0448,Vendor Registration,Compliance,Legal Clearance,4,5,EMP023,Medium,2024-05-31 10:11:48,2024-06-01 06:36:37,20.4137,10.0,1,1.0414
TASK0448,Vendor Registration,Compliance,Activation,5,5,EMP019,Medium,2024-06-01 07:16:29,2024-06-01 10:06:11,2.8283,2.0,1,0.4141
TASK0449,Contract Review,Compliance,Draft Submission,1,5,EMP046,Critical,2024-11-16 09:00:00,2024-11-16 11:36:19,2.6054,3.0,0,-0.1315
TASK0449,Contract Review,Compliance,Legal Review,2,5,EMP025,Critical,2024-11-16 12:40:46,2024-11-17 12:08:14,23.4577,16.0,1,0.4661
TASK0449,Contract Review,Compliance,Compliance Check,3,5,EMP014,Critical,2024-11-17 13:17:24,2024-11-18 00:07:44,10.8388,8.0,1,0.3549
TASK0449,Contract Review,Compliance,Management Approval,4,5,EMP031,Critical,2024-11-18 01:37:21,2024-11-18 05:45:12,4.1307,4.0,0,0.0327
TASK0449,Contract Review,Compliance,Signing,5,5,EMP036,Critical,2024-11-18 06:27:43,2024-11-18 08:32:37,2.0817,2.0,0,0.0408
TASK0450,Compliance Audit,Compliance,Audit Initiation,1,5,EMP009,Medium,2024-05-27 10:00:00,2024-05-27 14:24:37,4.4103,2.0,1,1.2052
TASK0450,Compliance Audit,Compliance,Document Gathering,2,5,EMP005,Medium,2024-05-27 15:06:42,2024-05-28 02:05:10,10.9745,8.0,1,0.3718
TASK0450,Compliance Audit,Compliance,Review,3,5,EMP010,Medium,2024-05-28 03:33:31,2024-05-29 08:15:18,28.6963,12.0,1,1.3914
TASK0450,Compliance Audit,Compliance,Finding Report,4,5,EMP032,Medium,2024-05-29 09:50:13,2024-05-29 18:41:30,8.8547,6.0,1,0.4758
TASK0450,Compliance Audit,Compliance,Sign-off,5,5,EMP009,Medium,2024-05-29 20:10:43,2024-05-30 02:16:05,6.0895,3.0,1,1.0298
TASK0451,Performance Review,Compliance,Self Assessment,1,5,EMP028,Critical,2024-12-22 10:00:00,2024-12-22 13:31:53,3.5316,3.0,0,0.1772
TASK0451,Performance Review,Compliance,Peer Review,2,5,EMP030,Critical,2024-12-22 14:57:59,2024-12-22 20:36:52,5.648,4.0,1,0.412
TASK0451,Performance Review,Compliance,Manager Evaluation,3,5,EMP036,Critical,2024-12-22 21:52:42,2024-12-23 02:22:12,4.4915,4.0,0,0.1229
TASK0451,Performance Review,Compliance,HR Processing,4,5,EMP025,Critical,2024-12-23 04:06:00,2024-12-23 07:45:25,3.6569,3.0,0,0.219
TASK0451,Performance Review,Compliance,Finalization,5,5,EMP012,Critical,2024-12-23 08:47:24,2024-12-23 11:19:50,2.5406,2.0,1,0.2703
TASK0452,Employee Onboarding,Management,Document Collection,1,5,EMP018,Medium,2024-12-30 10:00:00,2024-12-30 13:02:18,3.0383,2.0,1,0.5192
TASK0452,Employee Onboarding,Management,HR Review,2,5,EMP035,Medium,2024-12-30 14:09:16,2024-12-30 22:52:50,8.7261,4.0,1,1.1815
TASK0452,Employee Onboarding,Management,IT Setup,3,5,EMP003,Medium,2024-12-31 00:14:42,2024-12-31 05:21:36,5.1149,3.0,1,0.705
TASK0452,Employee Onboarding,Management,Manager Approval,4,5,EMP037,Medium,2024-12-31 07:19:38,2024-12-31 10:57:13,3.6263,2.0,1,0.8131
TASK0452,Employee Onboarding,Management,Orientation,5,5,EMP024,Medium,2024-12-31 12:10:43,2024-12-31 18:16:01,6.0886,4.0,1,0.5221
TASK0453,Budget Approval,Finance,Budget Draft,1,4,EMP030,Medium,2024-09-26 09:00:00,2024-09-26 16:01:13,7.0205,6.0,0,0.1701
TASK0453,Budget Approval,Finance,Finance Review,2,4,EMP034,Medium,2024-09-26 17:17:45,2024-09-27 11:45:44,18.4665,8.0,1,1.3083
TASK0453,Budget Approval,Finance,CFO Approval,3,4,EMP006,Medium,2024-09-27 13:35:50,2024-09-28 18:03:42,28.4644,8.0,1,2.5581
TASK0453,Budget Approval,Finance,Notification,4,4,EMP041,Medium,2024-09-28 18:55:46,2024-09-28 21:42:22,2.7766,1.0,1,1.7766
TASK0454,Performance Review,Finance,Self Assessment,1,5,EMP022,High,2024-11-09 08:00:00,2024-11-09 14:05:47,6.0964,3.0,1,1.0321
TASK0454,Performance Review,Finance,Peer Review,2,5,EMP001,High,2024-11-09 15:23:56,2024-11-09 23:07:47,7.731,4.0,1,0.9327
TASK0454,Performance Review,Finance,Manager Evaluation,3,5,EMP033,High,2024-11-10 00:19:59,2024-11-10 08:31:47,8.1967,4.0,1,1.0492
TASK0454,Performance Review,Finance,HR Processing,4,5,EMP037,High,2024-11-10 10:23:20,2024-11-10 17:10:43,6.7897,3.0,1,1.2632
TASK0454,Performance Review,Finance,Finalization,5,5,EMP027,High,2024-11-10 18:46:45,2024-11-10 21:53:45,3.1165,2.0,1,0.5582
TASK0455,Purchase Order,Operations,PO Creation,1,5,EMP039,Medium,2024-01-19 10:00:00,2024-01-19 12:56:05,2.9349,2.0,1,0.4674
TASK0455,Purchase Order,Operations,Budget Check,2,5,EMP047,Medium,2024-01-19 14:33:32,2024-01-19 18:40:26,4.1151,3.0,1,0.3717
TASK0455,Purchase Order,Operations,Procurement Review,3,5,EMP017,Medium,2024-01-19 20:21:05,2024-01-20 04:35:08,8.2342,6.0,1,0.3724
TASK0455,Purchase Order,Operations,Vendor Confirmation,4,5,EMP031,Medium,2024-01-20 05:10:40,2024-01-20 10:23:55,5.2209,4.0,1,0.3052
TASK0455,Purchase Order,Operations,Delivery,5,5,EMP037,Medium,2024-01-20 11:45:57,2024-01-21 16:40:44,28.913,24.0,0,0.2047
TASK0456,Purchase Order,HR,PO Creation,1,5,EMP009,High,2024-09-05 08:00:00,2024-09-05 10:07:17,2.1217,2.0,0,0.0608
TASK0456,Purchase Order,HR,Budget Check,2,5,EMP018,High,2024-09-05 11:22:48,2024-09-05 14:31:01,3.137,3.0,0,0.0457
TASK0456,Purchase Order,HR,Procurement Review,3,5,EMP040,High,2024-09-05 15:23:42,2024-09-05 20:36:28,5.2128,6.0,0,-0.1312
TASK0456,Purchase Order,HR,Vendor Confirmation,4,5,EMP017,High,2024-09-05 21:31:45,2024-09-06 00:50:25,3.3109,4.0,0,-0.1723
TASK0456,Purchase Order,HR,Delivery,5,5,EMP008,High,2024-09-06 01:21:41,2024-09-07 00:15:31,22.8971,24.0,0,-0.046
TASK0457,Policy Update,IT,Draft Policy,1,5,EMP017,Critical,2024-07-08 08:00:00,2024-07-08 15:20:05,7.3349,8.0,0,-0.0831
TASK0457,Policy Update,IT,Stakeholder Review,2,5,EMP016,Critical,2024-07-08 17:00:31,2024-07-08 23:19:37,6.3183,12.0,0,-0.4735
TASK0457,Policy Update,IT,Legal Check,3,5,EMP034,Critical,2024-07-09 00:33:15,2024-07-09 04:30:38,3.9564,8.0,0,-0.5055
TASK0457,Policy Update,IT,Management Approval,4,5,EMP022,Critical,2024-07-09 06:18:13,2024-07-09 09:11:45,2.8923,4.0,0,-0.2769
TASK0457,Policy Update,IT,Publication,5,5,EMP010,Critical,2024-07-09 11:10:19,2024-07-09 12:35:10,1.4142,2.0,0,-0.2929
TASK0458,IT Support Ticket,Management,Ticket Raised,1,5,EMP043,Critical,2024-07-15 08:00:00,2024-07-15 08:41:16,0.6881,0.5,1,0.3761
TASK0458,IT Support Ticket,Management,Triage,2,5,EMP041,Critical,2024-07-15 09:50:53,2024-07-15 11:14:35,1.3949,1.0,1,0.3949
TASK0458,IT Support Ticket,Management,Assignment,3,5,EMP037,Critical,2024-07-15 11:59:38,2024-07-15 13:15:53,1.2706,1.0,1,0.2706
TASK0458,IT Support Ticket,Management,Resolution,4,5,EMP023,Critical,2024-07-15 14:51:58,2024-07-15 21:46:17,6.9052,4.0,1,0.7263
TASK0458,IT Support Ticket,Management,Closure,5,5,EMP017,Critical,2024-07-15 22:21:10,2024-07-15 22:48:18,0.4521,0.5,0,-0.0958
TASK0459,Invoice Approval,HR,Invoice Submission,1,4,EMP031,Medium,2024-08-25 09:00:00,2024-08-25 09:55:03,0.9177,1.0,0,-0.0823
TASK0459,Invoice Approval,HR,Finance Review,2,4,EMP048,Medium,2024-08-25 10:52:11,2024-08-25 19:29:16,8.6183,8.0,0,0.0773
TASK0459,Invoice Approval,HR,Manager Sign-off,3,4,EMP035,Medium,2024-08-25 21:24:37,2024-08-25 23:37:33,2.2155,3.0,0,-0.2615
TASK0459,Invoice Approval,HR,Payment Processing,4,4,EMP044,Medium,2024-08-26 00:28:35,2024-08-26 06:50:39,6.3679,6.0,0,0.0613
TASK0460,Budget Approval,Operations,Budget Draft,1,4,EMP001,Medium,2024-09-28 09:00:00,2024-09-28 18:35:33,9.5925,6.0,1,0.5988
TASK0460,Budget Approval,Operations,Finance Review,2,4,EMP029,Medium,2024-09-28 19:31:32,2024-09-29 05:09:56,9.6401,8.0,0,0.205
TASK0460,Budget Approval,Operations,CFO Approval,3,4,EMP021,Medium,2024-09-29 06:14:19,2024-09-29 16:16:54,10.0429,8.0,1,0.2554
TASK0460,Budget Approval,Operations,Notification,4,4,EMP044,Medium,2024-09-29 18:13:27,2024-09-29 19:07:19,0.8976,1.0,0,-0.1024
TASK0461,Invoice Approval,Procurement,Invoice Submission,1,4,EMP018,Critical,2024-11-08 10:00:00,2024-11-08 10:58:54,0.9819,1.0,0,-0.0181
TASK0461,Invoice Approval,Procurement,Finance Review,2,4,EMP018,Critical,2024-11-08 11:59:03,2024-11-08 20:16:19,8.2876,8.0,0,0.036
TASK0461,Invoice Approval,Procurement,Manager Sign-off,3,4,EMP017,Critical,2024-11-08 21:58:31,2024-11-09 01:07:19,3.1465,3.0,0,0.0488
TASK0461,Invoice Approval,Procurement,Payment Processing,4,4,EMP026,Critical,2024-11-09 02:36:12,2024-11-09 11:02:45,8.4425,6.0,1,0.4071
TASK0462,Performance Review,Legal,Self Assessment,1,5,EMP044,Medium,2024-09-23 09:00:00,2024-09-23 16:00:09,7.0027,3.0,1,1.3342
TASK0462,Performance Review,Legal,Peer Review,2,5,EMP012,Medium,2024-09-23 17:32:17,2024-09-24 00:04:15,6.5328,4.0,1,0.6332
TASK0462,Performance Review,Legal,Manager Evaluation,3,5,EMP001,Medium,2024-09-24 01:02:26,2024-09-24 09:51:17,8.8141,4.0,1,1.2035
TASK0462,Performance Review,Legal,HR Processing,4,5,EMP005,Medium,2024-09-24 11:21:50,2024-09-24 18:17:30,6.9278,3.0,1,1.3093
TASK0462,Performance Review,Legal,Finalization,5,5,EMP007,Medium,2024-09-24 18:48:35,2024-09-24 23:58:03,5.1577,2.0,1,1.5789
TASK0463,Performance Review,Management,Self Assessment,1,5,EMP019,High,2024-04-22 10:00:00,2024-04-22 16:22:35,6.3765,3.0,1,1.1255
TASK0463,Performance Review,Management,Peer Review,2,5,EMP003,High,2024-04-22 17:15:15,2024-04-22 22:24:10,5.1485,4.0,1,0.2871
